,Unnamed: 0,content,data,like,place,tags,kor_nouns
68,68,스무살 된지도 벌써 한달째 😭,2021-01-22,좋아요 70개,,[],"['스무살', '벌써', '달']"
69,69,둘이서💏맥주한잔하려고 만든떡볶이👍맛나요~ㅎ#대구#간식#맛스타그램#우리#함께#먹스타그램#맛있어#집밥#행복해#럽스타그램#부부#커플#신랑#사랑해#오늘#금요일#불금#평일#코로나#꺼져#소통#일상#좋아요#좋반,2021-01-22,좋아요 27개,Daegu,"['#대구', '#간식', '#맛스타그램', '#우리', '#함께', '#먹스타그램', '#맛있어', '#집밥', '#행복해', '#럽스타그램', '#부부', '#커플', '#신랑', '#사랑해', '#오늘', '#금요일', '#불금', '#평일', '#코로나', '#꺼져', '#소통', '#일상', '#좋아요', '#좋반']","['둘이서', '맥주', '떡볶이', '맛', '요', '대구', '간식', '맛스타', '스타', '집밥', '럽', '스타', '부부', '커플', '신랑', '사랑', '금요일', '평일', '코로나']"
70,70,#코로나 로 집에 있는 요즘 피부관리해드릴께요.#정직 하고 #편안한 매니저 ^^..DM문의 👉 catanes80❤#독일인셀덤 #인셀덤독일❤#베를린인셀덤 #인셀덤베를린❤#1대1밀착케어❤#인셀덤유지민❤#탈모샴푸,2021-01-22,조회 10회,"Berlin, Germany","['#코로나', '#정직', '#편안한', '#독일인셀덤', '#인셀덤독일❤', '#베를린인셀덤', '#인셀덤베를린❤', '#1대1밀착케어❤', '#인셀덤유지민❤', '#탈모샴푸']","['코로나', '집', '피부관리', '정직', '매니저', '독일인', '셀덤', '인셀덤', '독일', '베를린', '셀덤', '인셀덤', '베를린', '밀착', '케어', '인셀덤', '유지민', '탈모', '샴푸']"
71,71,☔️☔️,2021-01-21,좋아요 67개,,[],[]
72,72,립밤 좋은거 추천좀 해쥬세요🥺----#좋아요#좋아요테러#좋아요반사#좋아요그램#좋아요반사테러#좋반#팔로우#팔로우미#팔로우백#팔로우환영#팔로우반사#맞팔#맞팔하면선팔#맞좋#인친#첫줄반사#소통#일상#좋아요환영#다이렉트#연락#소개계정#새벽#데일리#일상#연락#fff#lll#dm#daily#likeforlikes#코로나,2021-01-19,좋아요 293개,,"['#좋아요', '#좋아요테러', '#좋아요반사', '#좋아요그램', '#좋아요반사테러', '#좋반', '#팔로우', '#팔로우미', '#팔로우백', '#팔로우환영', '#팔로우반사', '#맞팔', '#맞팔하면선팔', '#맞좋', '#인친', '#첫줄반사', '#소통', '#일상', '#좋아요환영', '#다이렉트', '#연락', '#소개계정', '#새벽', '#데일리', '#일상', '#연락', '#fff', '#lll', '#likeforlikes', '#코로나']","['립밤', '거', '해쥬세', '팔로', '우미', '다이렉트', '연락', '일리', '연락', '코로나']"
73,73,삼계탕맛나지요👍#대구#단골#맛집#점심#해장#먹스타그램#맛있어#오늘#월요일#헬요일#평일#눈오는날#코로나#꺼져#소통#일상#좋아요#좋반,2021-01-18,좋아요 109개,Daegu,"['#대구', '#단골', '#맛집', '#점심', '#해장', '#먹스타그램', '#맛있어', '#오늘', '#월요일', '#헬요일', '#평일', '#눈오는날', '#코로나', '#꺼져', '#소통', '#일상', '#좋아요', '#좋반']","['삼계탕', '맛', '대구', '단골', '맛집', '점심', '해장', '스타', '월요일', '헬', '요일', '평일', '눈', '코로나']"
74,74,전복닭죽+삼겹살+주물럭👍주방놀이~ㅎㅎ#대구#집밥#홈쿡#맛스타그램#먹스타그램#맛있어#가족#럽스타그램#사랑해#행복해#코로나#꺼져#어제#토요일#불토#오늘#일요일#주말#소통#일상#좋아요#좋반,2021-01-17,좋아요 110개,Daegu,"['#대구', '#집밥', '#홈쿡', '#맛스타그램', '#먹스타그램', '#맛있어', '#가족', '#럽스타그램', '#사랑해', '#행복해', '#코로나', '#꺼져', '#어제', '#토요일', '#불토', '#오늘', '#일요일', '#주말', '#소통', '#일상', '#좋아요', '#좋반']","['전복', '닭죽', '삼겹살', '주물럭', '주방', '대구', '집밥', '홈쿡', '맛스타', '스타', '가족', '럽', '스타', '사랑', '코로나', '어제', '토요일', '불토', '일요일', '주말']"
75,75,파스텔심플 투피스잠옷 (핑크&그린버전)이번주부터 입고되용💖,2021-01-05,좋아요 46개,,[],"['파스텔', '심플', '투', '피스', '잠옷', '핑크', '그린', '버전', '용']"
76,76,코로나때문에 개 망한 이십대 첫 생일🎂#유재현탄신일 #코로나; -------------01#좋반#첫줄#맞팔해요#선팔맞팔#선팔환영#맞팔100#첫줄안녕#선팔#맞팔#좋아요그램#선팔하면맞팔#인친#좋아요반사#좋반테러#팔로우#좋아요테러#좋아요#팔로우늘리기#첫줄반사#좋반댓#맞좋#맞좋튀#팔로우미 #likeforlikes#followme#liker#likeforlike#likeme따라하지마좀,2020-03-03,좋아요 311개,생일 끝,"['#유재현탄신일', '#코로나;', '#좋반', '#첫줄', '#맞팔해요', '#선팔맞팔', '#선팔환영', '#맞팔100', '#첫줄안녕', '#선팔', '#맞팔', '#좋아요그램', '#선팔하면맞팔', '#인친', '#좋아요반사', '#좋반테러', '#팔로우', '#좋아요테러', '#좋아요', '#팔로우늘리기', '#첫줄반사', '#좋반댓', '#맞좋', '#맞좋튀', '#팔로우미', '#likeforlikes', '#followme', '#liker', '#likeforlike', '#likeme따라하지마좀']","['코로나', '개', '십대', '첫', '생일', '유재현', '신일', '코로나', '안녕', '댓', '팔로', '우미']"
77,77,이번년도부터는 다같이 정신차리자 짜장면들아,2020-02-08,좋아요 35개,,[],"['년도', '짜장면']"
78,78,1년이 되어가는 코로나 힘들었던만큼 잘 지켜준다면  꼭 이겨낼거란  생각에 울 꿍이도 마스크 착용했답니다.#코로나 #마스크필수 #생명마스크 #이겨용 #캣스타그램,2021-01-22,좋아요 3개,,"['#코로나', '#마스크필수', '#생명마스크', '#이겨용', '#캣스타그램']","['코로나', '꼭', '울', '꿍', '마스크', '착용', '코로나', '마스크', '필수', '생명', '마스크', '캣', '스타']"
79,79,일산~~앞마당 오리집훈제.오리도리주물럭의식이형.망치. ?? ᆢ코로나로 어딜가든 우리뿐이네ㅎ#일산#오리집#앞마당#코로나#오리훈제#오리주물럭#자주색쟈켓#파란색쟈켓#아이스하키#해머#홍시#단시# 배부름#플랜A#플랜B#하지마#동의보감#선후배사이 #바른말 하기,2021-01-22,좋아요 11개,경기도 고양시 덕양구 삼송동,"['#일산', '#오리집', '#앞마당', '#코로나', '#오리훈제', '#오리주물럭', '#자주색쟈켓', '#파란색쟈켓', '#아이스하키', '#해머', '#홍시', '#단시', '#플랜A', '#플랜B', '#하지마', '#동의보감', '#선후배사이', '#바른말']","['일산', '앞마당', '오리', '집', '훈제', '오리', '도리', '주물', '럭', '식이', '망치', '코로나', '가든', '일산', '오리', '집', '앞마당', '코로나', '오리', '훈제', '오리', '주물', '럭', '자주색', '쟈켓', '파란색', '쟈켓', '아이스하키', '해머', '홍시', '단시', '플랜', '플랜', '동의보감', '선후배', '사이', '말']"
80,80,"휴강기간동안 없는돈 있는돈 끌어모아😵❤️.. 청결과 방역에 더욱 더 철저히 대비하고 있습니다🙏🏻.안전한 환경에서 다같이  운동할 수 있게 플라잉스토리에서 노력하고있답니다 ..모두 힘드시겠지만, 코로나19 확산 예방과 회원님들의 안전을 위해 정부방침에 협조하여 빠르게 이 상황이 종결되길 바라는 마음입니다...모두힘내시고, 항상 건강관리 유의하시길 바랍니다",2021-01-22,좋아요 7개,플라잉스토리,[],"['휴강', '돈', '돈', '청결', '방역', '더욱', '대비', '환경', '운동', '플라잉', '스토리', '노력', '코로나', '확산', '예방', '안전', '정부', '방침', '협조', '상황', '종결', '마음', '항상', '건강', '유의']"
81,81,#목욕탕 #그만쫌가자#코로나계속나오는데도가고싶나#확진자전부목욕탕이다#그만 #목욕탕이가장위험한데#답이없다 #집에서씻으세요 #코로나#일상 #소통 #맞팔 #선팔 #포항,2021-01-22,좋아요 10개,,"['#목욕탕', '#그만쫌가자', '#코로나계속나오는데도가고싶나', '#확진자전부목욕탕이다', '#그만', '#목욕탕이가장위험한데', '#답이없다', '#집에서씻으세요', '#코로나', '#일상', '#소통', '#맞팔', '#선팔', '#포항']","['목욕탕', '쫌', '코로나', '계속', '목욕탕', '목욕탕', '답', '집', '코로나', '포항']"
82,82,"밖에 못 나가는 요즘 ,, 친구들이랑 놀고싶다 .!.!.!! #코로나 #코로나조심 #옛날사진 #놀고싶다 #집 #집콕 #친구스타그램 #단체사진 #맞팔 #맞팔환영 #좋아요반사 #좋아요 #좋반 #팔로우환영 #07년생 #07 #06 #05",2021-01-22,좋아요 21개,슬기로운 집콕라이프,"['#코로나', '#코로나조심', '#옛날사진', '#놀고싶다', '#집', '#집콕', '#친구스타그램', '#단체사진', '#맞팔', '#맞팔환영', '#좋아요반사', '#좋아요', '#좋반', '#팔로우환영', '#07년생', '#07', '#06', '#05']","['못', '코로나', '코로나', '조심', '집', '집콕', '스타', '단체사진', '년생']"
83,83,"❣🐮잇츠짐 2021년 특별할인 왔~소🐮❣굿바이 2020년👋어서와 2021년🤝신축년 흰소띠를 맞이하며 !잇츠짐에서 준비한 새해 프로모션..✨할인에 추가 혜택을 더하다 !✨헬스│G X│스피닝│프리미엄권전 이용권 모두 30% 할인은 물론 !2주, 4주, 6주 기간 추가 혜택 까지 !( 전 회원권 비대면 등록신청 & 사전신청가능 하오니 참고하시어 놓치지마세요 ! )..✔️ 기간 2021년1월1일 ~ 2021년1월31일..💁🏻 추가적으로 궁금하신 점은 아래번호로 문의 또는 DM 주시면친철한 상담 도와드리겠습니다🙌🏻.📞 1522-2979📱 010-3657-2979.제임스짐에선 실시간으로 정부지침과 진행상황을모니터링 하면서 안전한 운동환경 조성을위해 대비하고 있으니 회원님들께서도 코로나 예방을 위해손씻기 , 마스크착용 , 손소독 등개인위생을 더 철저히 하시고  적극협조 부탁드립니다..작은 실천이 모이면 큰 예방에 힘이 됩니다.우리 회원님들 꼭 모두 함께 실천해요 !..#울산#PT#바디프로필#다이어트#제임스짐삼산점#울산잇츠짐#잇츠짐#울산핫플#울산PT#울산헬스#울산헬스장#울산피티#울산필라테스#울산요가#울산기구필라테스#울산다이어트#울산바디프로필#울산키즈스피닝#새해맞이#신축년#신축년흰소띠#2021년#유사나#코로나극복#코로나#코로나챌린지#1도챌린지",2021-01-22,좋아요 4개,,"['#울산', '#PT', '#바디프로필', '#다이어트', '#제임스짐삼산점', '#울산잇츠짐', '#잇츠짐', '#울산핫플', '#울산PT', '#울산헬스', '#울산헬스장', '#울산피티', '#울산필라테스', '#울산요가', '#울산기구필라테스', '#울산다이어트', '#울산바디프로필', '#울산키즈스피닝', '#새해맞이', '#신축년', '#신축년흰소띠', '#2021년', '#유사나', '#코로나극복', '#코로나', '#코로나챌린지', '#1도챌린지']","['잇츠짐', '소', '굿바이', '어서', '신축년', '흰소', '띠', '맞이', '잇츠짐', '프로모션', '할인', '혜택', '헬스', '스피닝', '프리미엄', '이용권', '할인', '혜택', '비대', '등록', '신청', '사전', '신청', '참고', '아래', '번호', '주시', '친철', '제임스', '짐', '실시간', '정부', '지침', '진행', '상황', '모니터링', '운동', '환경', '조성', '대비', '코로나', '예방', '손씻기', '마스크', '착용', '손소독', '위생', '적극', '협조', '실천', '모이', '예방', '힘', '꼭', '실천', '울산', '바디', '프로필', '다이어트', '제임스', '짐', '산점', '울산', '잇츠', '짐', '잇츠짐', '울산', '핫', '울산', '울산', '헬스', '울산', '헬스장', '울산', '피티', '울산', '필라테스', '울산', '요가', '울산', '기구', '필라테스', '울산', '다이어트', '울산', '바디', '프로필', '울산', '키즈', '스피닝', '맞이', '신축년', '신축년', '흰소', '띠', '유사', '코로나', '극복', '코로나', '코로나', '린지', '린지']"
84,84,🌈더맑은스킨용인역북점 소독과 함께 마감합니다🤗이번주는 토요일.일요일 휴점으로 월요일에 뵐게요😆😄주말 잘보내시고 오늘도 찾아주셔서 감사합니다😍👍✅100%예약제로 1인만 모십니다.(2인은 커플관리시에만 예약해드립니다.)✅1회용품 사용후 폐기합니다.✅시술 전.후 모든 기구 소독합니다.✅관리실 오픈전.후 소독실시합니다.✅관리 후 항시 소독 실시합니다.문의010-7657-8087월 ~ 금 10:0~20:00토요일 10:00~19:00일요일.공휴일 휴무#관리실 #관리실소독 #연무소독 #피톤치드 #코로나 #피부관리 #스킨케어#역북동피부관리 #처인구피부관리#용인피부관리 #용인피부관리잘하는곳#청결맛집 #살균소독 #피부관리잘하는곳 #뷰티 #뷰티스타그램 #천연피부관리 #더맑은스킨용인역북점 #더맑은스킨 #피부관리실 #스킨케어샵 #트러블케어 #보습케어 #탄력케어 #소통 #소통해요 #명지대피부관리 #홈케어 #인친 #좋아요,2021-01-22,좋아요 5개,,"['#관리실', '#관리실소독', '#연무소독', '#피톤치드', '#코로나', '#피부관리', '#스킨케어', '#역북동피부관리', '#처인구피부관리', '#용인피부관리', '#용인피부관리잘하는곳', '#청결맛집', '#살균소독', '#피부관리잘하는곳', '#뷰티', '#뷰티스타그램', '#천연피부관리', '#더맑은스킨용인역북점', '#더맑은스킨', '#피부관리실', '#스킨케어샵', '#트러블케어', '#보습케어', '#탄력케어', '#소통', '#소통해요', '#명지대피부관리', '#홈케어', '#인친', '#좋아요']","['맑은', '스킨', '용인역', '북점', '소독', '마감', '토요일', '일요일', '월요일', '주말', '제로', '인', '인', '커플', '회', '용품', '폐기', '시술', '모든', '기구', '소독', '실', '오픈', '독실', '시합', '항시', '소독', '실시', '금', '토요일', '일요일', '공휴일', '휴무', '실', '실소', '독', '연무', '소독', '피톤', '치드', '코로나', '피부관리', '스킨', '케어', '역', '북동', '피부관리', '처인구', '피부관리', '용인', '피부관리', '용인', '피부관리', '곳', '청결', '맛집', '살균', '소독', '피부관리', '곳', '뷰티', '뷰티', '스타', '천연', '피부관리', '맑은', '스킨', '용인역', '북점', '맑은', '스킨', '피부관리', '실', '스킨', '케어', '트러블', '케어', '보습', '케어', '탄력', '케어', '명지대', '피부관리', '홈', '케어']"
85,85,니때매 청춘이 날라가자나#코로나,2021-01-22,좋아요 39개,,['#코로나'],"['때매', '청춘', '코로나']"
86,86,잔머리 짱 많아,2021-01-22,좋아요 24개,,[],"['잔', '머리', '짱']"
87,87,"드디어 다시 시작~  몸 만드는데 두 달, 원상복구 되는데 3주🙃#코로나 #사화적거리두기 #헬린이",2021-01-22,좋아요 5개,,"['#코로나', '#사화적거리두기', '#헬린이']","['몸', '달', '원상', '복구', '코로나', '사화', '두기', '헬린']"
88,88,#코로나19물러가라 #코로나싫타옹#뽀야 #세월호추모관#싫어 #코로나 #냐옹이 #인천가족공원#세월호추모관고양이 #추모관#잊지않겠습니다,2021-01-22,좋아요 1개,,"['#코로나19물러가라', '#코로나싫타옹', '#뽀야', '#세월호추모관', '#싫어', '#코로나', '#냐옹이', '#인천가족공원', '#세월호추모관고양이', '#추모관', '#잊지않겠습니다']","['코로나', '코로나', '옹', '세월호', '추모', '관', '코로나', '냐옹', '인천', '가족', '공원', '세월호', '추모', '관', '고양이', '추모', '관']"
89,89,#ㅊㅈㅈㄱ#생존신고오랜만에 맛스타양고기 너무 맛남ㅋㅋㅋ좋은 소식이라고 해야되나요?아마 다음주면 산행을 시작할 수 있을거 같아요ㅋㅋㅋ#부산 #진해 #용원 #맛집 #부산맛집 #오늘 #선팔 #맞팔 #음식 #양고기 #또띠아 #불금 #소주 #진로 #인친 #유지어터 #확찐자 #넘맛남 #달려 #팔로 #하단 #인스타 #맛스타그램 #인스타그램 #코로나 #코로나꺼져 #등산 #산행,2021-01-22,좋아요 124개,징기스,"['#ㅊㅈㅈㄱ', '#생존신고오랜만에', '#부산', '#진해', '#용원', '#맛집', '#부산맛집', '#오늘', '#선팔', '#맞팔', '#음식', '#양고기', '#또띠아', '#불금', '#소주', '#진로', '#인친', '#유지어터', '#확찐자', '#넘맛남', '#달려', '#팔로', '#하단', '#인스타', '#맛스타그램', '#인스타그램', '#코로나', '#코로나꺼져', '#등산', '#산행']","['생존', '신고', '맛스타', '양고기', '소식', '아마', '다음주', '산행', '부산', '진해', '용', '맛집', '부산', '맛집', '음식', '양고기', '또띠아', '소주', '진로', '터', '팔로', '하단', '인스타', '맛스타', '코로나', '코로나', '등산', '산행']"
90,90,#홈플러스 #소사홈플러스 #피자 #치즈 #피자포장 #피자맛집 #피자피크 #콜라 #코카콜라 #사이다 #스프라이트 #부천 #소사 #역곡 #역곡동 #역곡역 #괴안동 #부천맛집 #역곡맛집 #괴안동맛집 #맛집 #먹방 #배달 #배민 #배달의민족 #코로나 #쿠폰 #pizza #pizzapeak #🍕,2021-01-22,좋아요 1개,,"['#홈플러스', '#소사홈플러스', '#피자', '#치즈', '#피자포장', '#피자맛집', '#피자피크', '#콜라', '#코카콜라', '#사이다', '#스프라이트', '#부천', '#소사', '#역곡', '#역곡동', '#역곡역', '#괴안동', '#부천맛집', '#역곡맛집', '#괴안동맛집', '#맛집', '#먹방', '#배달', '#배민', '#배달의민족', '#코로나', '#쿠폰', '#pizza', '#pizzapeak', '#🍕']","['홈플러스', '홈플러스', '피자', '치즈', '피자', '포장', '피자', '맛집', '피자', '피크', '콜라', '코카콜라', '사이다', '스프라이트', '부천', '소사', '역곡', '역곡동', '역곡역', '괴안동', '부천', '맛집', '역곡', '맛집', '괴안동', '맛집', '맛집', '먹방', '배달', '배민', '배달', '민족', '코로나', '쿠폰']"
91,91,오늘 룩은 바바리안 크림 도넛에 뿌려진 슈거 파우더 느낌이랄까💛#잘될거야 #2021 #골프시즌,2021-01-22,좋아요 49개,,"['#잘될거야', '#2021', '#골프시즌']","['룩', '바바리안', '크림', '도넛', '슈거', '파우더', '느낌', '랄', '골프', '시즌']"
92,92,-건강검진센터 입장 전체온부터 쟀는데 37도 -10분 간격으로 2번을 더 쟀는데37.4도까지 올라 결국 못 들어갔다당장 전날 만난 사람들부터 떠올라임시선별진료소를 들렀다 재택 근무 🌚다행히 음성 판정은 나왔지만증상이 마스킹되니 약 복용도 안 된다 하여아직도 떨어지지 않은 열을 다스릴 때다 🤒#코로나 #삼성역 #임시선별진료소 #검사 #다행히음성 #역시유행하는것은 #다해봐야직성이풀리지 #이번주는이렇게끝 #Covid19 #Negative,2021-01-22,좋아요 12개,삼성역,"['#코로나', '#삼성역', '#임시선별진료소', '#검사', '#다행히음성', '#역시유행하는것은', '#다해봐야직성이풀리지', '#이번주는이렇게끝', '#Covi', '#Negative']","['건강검진', '센터', '입장', '체온', '간격', '못', '전날', '만난', '사람', '임', '시선', '진료', '소', '재택', '근무', '음성', '판정', '증상', '마스', '킹', '약', '복용', '안', '열', '코로나', '삼성역', '임', '시선', '진료', '소', '검사', '음성', '역시', '유행', '다해', '직성', '끝']"
93,93,#첫줄오늘 운동할 시간이 없어서 케어 받으면서 짧은 걷기,2021-01-22,좋아요 131개,,['#첫줄오늘'],"['운동', '케어', '걷기']"
94,94,.간만에 날이 풀려서 가만있을수 없지..가즈아~!..유튜브에 창우찰쓰tv  구독♡좋아요.#フォローバック　#いいねした人全員ファローする#셀프세차장#셀프세차그램#테라워시영등포#밤바리#퇴근 #밤바리#쏠투#할리데이비슨#바이크#포티에잇#아이언883#스포스터#브레이크아웃#오늘도할리했어#바이크스타그램#코로나#줄라이식스틴#홍대#코로나꺼져👊#여행#일상#브이로그#여행#라이딩#바이크#쏠투#바린이#서울#창우찰쓰#데일리#좋반#홍대,2021-01-22,조회 11회,,"['#フォローバック', '#いいねした人全員ファローする', '#셀프세차장', '#셀프세차그램', '#테라워시영등포', '#밤바리', '#퇴근', '#밤바리', '#쏠투', '#할리데이비슨', '#바이크', '#포티에잇', '#아이언883', '#스포스터', '#브레이크아웃', '#오늘도할리했어', '#바이크스타그램', '#코로나', '#줄라이식스틴', '#홍대', '#코로나꺼져👊', '#여행', '#일상', '#브이로그', '#여행', '#라이딩', '#바이크', '#쏠투', '#바린이', '#서울', '#창우찰쓰', '#데일리', '#좋반', '#홍대']","['간만', '가즈', '유튜브', '창', '찰', '구독', '셀프', '세차장', '셀프', '세차', '테라', '워', '영등포', '밤바리', '퇴근', '밤바리', '쏠투', '할리데이비슨', '바이크', '포티', '아이언', '스', '포스터', '브레이크아웃', '할리', '바이크', '스타', '코로나', '줄라이', '식스', '틴', '홍대', '코로나', '여행', '브이', '로그', '여행', '라이딩', '바이크', '쏠투', '바린', '서울', '창', '찰', '일리', '홍대']"
95,95,"힐러리,클린턴,오바마 등등음모론이 언제까지 음모론인지 두고보자 때가 되면 싹 다 밝혀질거다팩트를 음모론이라 그러고음모론을 팩트라 그러고당신들이 보는 뉴스,신문이 음모론이다당신들이 배워온 역사 교과서가 음모론이다속임과 거짓말에 기반을 두고있는 것들이기 때문이다한 예로신문 미디어에 갑자기 어느 주식에대해서 전망이 무궁무진며지금이 가장 좋은때이니 무조건 그 주식을 사야 될것처럼 광고를 하기시작한다왜 그럴까?진짜 주식을 사기 좋은때라서기자들이 친절하게 당장 사라는식으로 알려주는걸까?결과는 정 반대다그 신문 미디어를 보고주식을 매수하는 순간며칠후에 주식이 폭락한다왜그럴까?작전주 세력들이 개미들에게 물량떠넘기기 위해서 가장 적극적으로활용하는것이 바로신문과 미디어다기레기들에게 푼돈좀 먹이면서지들이 원하는대로 기사좀 써달라하면 걍 다 써준다한마디로 속임수 기사다개미들 낚시질 하는거지신문 미디어 믿고 걸려들면집안 풍비박산 나는거지이래서 주식 안한사람이 주식하면한강 간다는 말이 있는거다초짜들은 기사에 나온 거짓말 짝퉁쓰레기정보를 진짜 정보라고 철떡같이믿고 나름 목숨걸고 열심히 열정적으로분석해서 결국 거지 되는거거든이게 바로 신문,미디어의 힘이다더 위력적인건그걸 진실이라고 세뇌되어서의심의 여지 조차없이 그냥 믿어버리는당신의 뇌구조다대한민국뉴스3사그외모든좌파편향언론사놈들싹다잡아다가전국민거짓정보로농락한죄형량천년때리고광화문에 전부 매달아놓고산채로 태워 죽여야된다#경제#문화#역사#사상#음모론#전쟁#질병#코로나#사회#유행#지식의칼#성제준tv#이지성tv#얼음사이다#스피카스튜디오#sbs#kbs#mbc#방송국#연예계#가수#배우#드라마#영화#소설#테레사#인신매매#포털#네이버#다음",2021-01-22,좋아요 1개,,"['#경제', '#문화', '#역사', '#사상', '#음모론', '#전쟁', '#질병', '#코로나', '#사회', '#유행', '#지식의칼', '#성제준tv', '#이지성tv', '#얼음사이다', '#스피카스튜디오', '#sbs', '#kbs', '#mbc', '#방송국', '#연예계', '#가수', '#배우', '#드라마', '#영화', '#소설', '#테레사', '#인신매매', '#포털', '#네이버', '#다음']","['힐러리', '클린턴', '오바마', '음모론', '음모론', '싹', '팩트', '음모론', '음모론', '팩트', '뉴스', '신문', '음모론', '온', '역사', '교과서', '음모론', '거짓말', '기반', '이기', '다한', '신문', '미디어', '갑자기', '주식', '대해', '전망', '무궁무진', '무조건', '주식', '광고', '진짜', '주식', '사기', '기자', '사라', '식', '결과', '정', '반대', '다그', '신문', '미디어', '보고', '주식', '매수', '순간', '주식', '폭락', '전주', '세력', '개미', '물량', '적극', '활용', '신문', '미디어', '기레기', '푼돈', '먹이', '서지', '기사', '달라', '속임수', '기사', '개미', '낚시질', '신문', '미디어', '집안', '풍비박산', '거지', '주식', '안', '사람', '주식', '한강', '간다', '말', '초', '기사', '거짓말', '짝퉁', '쓰레기', '정보', '진짜', '정보', '철떡', '나름', '목숨', '열정', '분석', '거지', '게', '신문', '미디어', '힘', '위력', '진실', '세뇌', '의심', '여지', '그냥', '뇌구조', '대한민국', '뉴스', '외모', '좌파', '편향', '언론사', '놈', '싹', '국민', '거짓', '정보', '농락', '죄', '량', '천년', '광화문', '산채', '경제', '문화', '역사', '사상', '음모론', '전쟁', '질병', '코로나', '사회', '유행', '지식', '칼', '성제', '준', '이지성', '얼음', '사이다', '스피카', '스튜디오', '방송국', '연예계', '가수', '배우', '드라마', '영화', '소설', '테레사', '인신매매', '포털', '네이버']"
96,96,#진실가수제노 #코로나사기 #코로나사기극 #백신부작용 #코로나백신부작용 #코로나백신반대 #백신반대 #플랜데믹 #계획된팬데믹 #코로나백신은독극물이다 #코로나백신받지마세요 #코로나백신은백신이아니다 #코로나백신은인구감소정책이다 #코로나백신은유전자변형물질이다 #코로나백신은생체칩의최종버전이다 #코로나백신절대맞지마세요 #코로나백신절대반대 #코로나 #코로나19 #covid19 #covid19vacciene #백신 #코로나백신_mrna백신 #빌게이츠 #인구감소정책 #신세계질서 #코로나백신은666짐승의표이다 #666 #짐승의표 #who는살인집단이다,2021-01-22,좋아요,,"['#진실가수제노', '#코로나사기', '#코로나사기극', '#백신부작용', '#코로나백신부작용', '#코로나백신반대', '#백신반대', '#플랜데믹', '#계획된팬데믹', '#코로나백신은독극물이다', '#코로나백신받지마세요', '#코로나백신은백신이아니다', '#코로나백신은인구감소정책이다', '#코로나백신은유전자변형물질이다', '#코로나백신은생체칩의최종버전이다', '#코로나백신절대맞지마세요', '#코로나백신절대반대', '#코로나', '#코로나19', '#covi', '#covi', '#백신', '#코로나백신_mrna백신', '#빌게이츠', '#인구감소정책', '#신세계질서', '#코로나백신은666짐승의표이다', '#666', '#짐승의표', '#who는살인집단이다']","['진실', '가수', '제노', '코로나', '사기', '코로나', '사기', '백신', '부작용', '코로나', '백신', '부작용', '코로나', '백신', '반대', '백신', '반대', '플랜', '데믹', '계획', '팬데믹', '코로나', '백신', '독극물', '코로나', '백신', '코로나', '백신', '백신', '코로나', '감소', '정책', '코로나', '백신', '유전자', '변형', '물질', '코로나', '백신', '생체', '칩', '최종', '버전', '코로나', '백신', '절대', '코로나', '백신', '절대', '반대', '코로나', '코로나', '백신', '코로나', '백신', '백신', '빌게이츠', '인구', '감소', '정책', '신세계', '질서', '코로나', '백신', '짐승', '표', '짐승', '표', '살인', '집단']"
97,97,3월에 어린이집 갈때 양갈래 묶어줄려고 곱슬머리 단발까지 길렀는데👧..집에서 너무 추노 같아서🤣화장실서 아기식탁 앉혀서 짤랐는데💇‍♂️하도 움직여서🤬 짜르기도 힘드네(이번여름 한번만 짜르고 길러!!)..아버님 미취학아동 35.ㅡ입니다💆‍♂️..#21개월커트 #엄마가미용사,2021-01-22,좋아요 19개,Seoul Korea,"['#21개월커트', '#엄마가미용사']","['어린이집', '양갈래', '곱슬', '머리', '단발', '집', '추노', '화장실', '아기', '식탁', '짤랐는데', '움직', '짜르', '기도', '여름', '한번', '짜르', '아버님', '미취', '학', '아동', '개월', '커트', '엄마', '미용사']"
98,98,전역사유 :  #이만기 #이것은 #팩트 #깨알개그 #키키 #심심하다 #너무 #코로나 #십장생 #시바스리갈 #내청춘이여 #ㅋㅋ,2021-01-22,좋아요 7개,,"['#이만기', '#이것은', '#팩트', '#깨알개그', '#키키', '#심심하다', '#너무', '#코로나', '#십장생', '#시바스리갈', '#내청춘이여', '#ㅋㅋ']","['전역', '사유', '이만기', '팩트', '깨알', '개그', '키키', '코로나', '십장생', '시바스리갈', '청춘']"
99,99,불금!!,2021-01-22,좋아요 9개,,[],[]
